Type	Label
ticker	MRKT
ticker	MRLN
ticker	MRNA
ticker	MRO
ticker	MRVL
ticker	MRWSY
ticker	MS
ticker	MS$P
ticker	MS.P
ticker	MSA
ticker	MSAIX
ticker	MSB
ticker	MSBHY
ticker	MSCI
ticker	MSFT
ticker	MSG
ticker	MSI
ticker	MSLOY
ticker	MSM
ticker	MSSMX
ticker	MSSV
ticker	MST
ticker	MSTR
ticker	MSTY.PA
ticker	MSUXX
ticker	MT
ticker	MTA
ticker	MTB
ticker	MTBC
ticker	MTC
ticker	MTCH
ticker	MTD
ticker	MTDR
ticker	MTG
ticker	MTH
ticker	MTHRY
ticker	MTN
ticker	MTRAF
ticker	MTRN
ticker	MTSC
ticker	MTSFY
ticker	MTSI
ticker	MTUM
ticker	MTW
ticker	MTX
ticker	MU
ticker	MUB
ticker	MULN
ticker	MUR
ticker	MURGY
ticker	MVIS
ticker	MWA
ticker	MWE
ticker	MWNIX
ticker	MXIM
ticker	MXL
ticker	MXWL
ticker	MYE
ticker	MYGN
ticker	MYL
ticker	MYRG
ticker	MZDAY
ticker	MZH
ticker	MZOR
ticker	NABZY
ticker	NAK
ticker	NASA
ticker	NASD
ticker	NASDAQ
ticker	NATI
ticker	NATIONALUM
ticker	NAUH
ticker	NAVI
ticker	NBA
ticker	NBH
ticker	NBIX
ticker	NBLX
ticker	NBR
ticker	NCC
ticker	NCLH
ticker	NCLTY
ticker	NCMGF
ticker	NCO
ticker	NCR
ticker	NDAQ
ticker	NEAR
ticker	NEE
ticker	NEE$Q
ticker	NEE.Q
ticker	NEM
ticker	NEO
ticker	NEOG
ticker	NEOT
ticker	NEP
ticker	NESF
ticker	NESR
ticker	NET
ticker	NETE
ticker	NEU
ticker	NEWFX
ticker	NEWT
ticker	NEX
ticker	NEXT
ticker	NFG
ticker	NFLX
ticker	NFYEF
ticker	NGD
ticker	NGG
ticker	NGL
ticker	NGLS
ticker	NGLS$A
ticker	NGLS.A
ticker	NGS
ticker	NHC
ticker	NHI
ticker	NHMAX
ticker	NHMRX
ticker	NI
ticker	NICE
ticker	NILSY
ticker	NINLX
ticker	NINOY
ticker	NIO
ticker	NJDCY
ticker	NKE
ticker	NKLA
ticker	NKTX
ticker	NLSN
ticker	NLY
ticker	NMFC
ticker	NMIH
ticker	NMLSF
ticker	NMR
ticker	NN
ticker	NNCSF
ticker	NNGPF
ticker	NNGRY
ticker	NNI
ticker	NNN
ticker	NOBL
ticker	NOC
ticker	NOG
ticker	NOK
ticker	NOKBF
ticker	NOST
ticker	NOTV
ticker	NOV
ticker	NOVA
ticker	NOVT
ticker	NOVVW
ticker	NOW
ticker	NPO
ticker	NPP
ticker	NPPNY
ticker	NPR
ticker	NPSND
ticker	NPSNY
ticker	NRA
ticker	NRDBY
ticker	NRDY
ticker	NRG
ticker	NRUC
ticker	NRZ
ticker	NS
ticker	NSANY
ticker	NSARO
ticker	NSC
ticker	NSKFF
ticker	NSP
ticker	NSR
ticker	NSRGY
ticker	NTAP
ticker	NTC
ticker	NTDMF
ticker	NTDOY
ticker	NTDTY
ticker	NTLA
ticker	NTNX
ticker	NTOIY
ticker	NTR
ticker	NTRA
ticker	NTRP
ticker	NTRP........................................................................................................................................PTPI
ticker	NTRP........................................................................................................................................SNPX
ticker	NTRS
ticker	NTST
ticker	NTT
ticker	NTTYY
ticker	NTXVF
ticker	NUAN
ticker	NUE
ticker	NUF
ticker	NULG
ticker	NURO
ticker	NUS
ticker	NUVA
ticker	NVAX
ticker	NVCR
ticker	NVDA
ticker	NVDQ
ticker	NVEE
ticker	NVG
ticker	NVGS
ticker	NVO
ticker	NVR
ticker	NVS
ticker	NVT
ticker	NVTA
ticker	NVVE
ticker	NVZMY
ticker	NWARF
ticker	NWE
ticker	NWHWX
ticker	NWHYX
ticker	NWJVX
ticker	NWKDX
ticker	NWL
ticker	NWN
ticker	NWPX
ticker	NWS
ticker	NWSA
ticker	NX
ticker	NXPI
ticker	NXST
ticker	NXTM
ticker	NXZ
ticker	NYCB
ticker	NYLD
ticker	NYLD.A
ticker	NYMX
ticker	NYT
ticker	NZTCF
ticker	O
ticker	O.W...
ticker	OA
ticker	OAK
ticker	OAK-A
ticker	OAKEX
ticker	OAKGX
ticker	OAKIX
ticker	OANIX
ticker	OC
ticker	OCDDY
ticker	OCE
ticker	OCFC
ticker	OCGN
ticker	OCN
ticker	OCR
ticker	ODFL
ticker	ODOT
ticker	ODP
ticker	ODVIX
ticker	OFC
ticker	OFG
ticker	OGE
ticker	OGFGF
ticker	OGLYX
ticker	OGN
ticker	OGS
ticker	OGVXX
ticker	OHI
ticker	OHYFX
ticker	OI
ticker	OIBNX
ticker	OIGCX
ticker	OIGNX
ticker	OIH
ticker	OII
ticker	OKE
ticker	OKS
ticker	OLCB
ticker	OLCLY
ticker	OLED
ticker	OLLI
ticker	OLN
ticker	OLP
ticker	OM
ticker	OMA
ticker	OMC
ticker	OMCL
ticker	OMF
ticker	OMI
ticker	OMN
ticker	ON
ticker	ONEQ
ticker	ONEXF
ticker	ONTX
ticker	ONVO
ticker	OPCH
ticker	OPFI
ticker	OPGN
ticker	OPI
ticker	OPK
ticker	OPPAX
ticker	OPTT
ticker	OPY
ticker	ORA
ticker	ORAN
ticker	ORBK
ticker	ORCC
ticker	ORCL
ticker	OREX
ticker	ORGO
ticker	ORI
ticker	ORIYX
ticker	ORKLY
ticker	ORLY
ticker	ORMP
ticker	OSG
ticker	OSK
ticker	OSTFX
ticker	OSTK
ticker	OSUR
ticker	OSW
ticker	OTCM
ticker	OTIC
ticker	OTIS
ticker	OTLY
ticker	OTSKY
ticker	OUNZ
ticker	OUT
ticker	OVID
ticker	OVV
ticker	OXBR
ticker	OXFCF
ticker	OXY
ticker	OZK
ticker	OZKAP
ticker	OZM
ticker	OZRK
ticker	Owner
ticker	Owner.
ticker	Owner:
ticker	PAA
ticker	PAAS
ticker	PACB
ticker	PACW
ticker	PAFDX
ticker	PAGP
ticker	PAGS
ticker	PAHC
ticker	PANDY
ticker	PANW
ticker	PAR
ticker	PARA
ticker	PARNX
ticker	PASO
ticker	PATH
ticker	PATK
ticker	PAVE
ticker	PAVLX
ticker	PAY
ticker	PAYC
ticker	PAYX
ticker	PBA
ticker	PBCT
ticker	PBE
ticker	PBF
ticker	PBFX
ticker	PBH
ticker	PBI
ticker	PBR
ticker	PBS
ticker	PCAR
ticker	PCBIX
ticker	PCG
ticker	PCH
ticker	PCLN
ticker	PCP
ticker	PCRFY
ticker	PCRX
ticker	PCTY
ticker	PCVX
ticker	PCY
ticker	PDBC
ticker	PDCE
ticker	PDCO
ticker	PDM
ticker	PDRDY
ticker	PDS
ticker	PDYPY
ticker	PEAK
ticker	PEAR
ticker	PEB
ticker	PEG
ticker	PEGA
ticker	PEGI
ticker	PEI
ticker	PEJ
ticker	PENN
ticker	PEP
ticker	PER
ticker	PERI
ticker	PESI
ticker	PETM
ticker	PETQ
ticker	PEY
ticker	PFE
ticker	PFF
ticker	PFFAX
ticker	PFFV
ticker	PFG
ticker	PFGC
ticker	PFI
ticker	PFMT
ticker	PFPT
ticker	PFS
ticker	PG
ticker	PGDPX
ticker	PGEN
ticker	PGH
ticker	PGNY
ticker	PGR
ticker	PGX
ticker	PH
ticker	PHAR
ticker	PHC
ticker	PHCUF
ticker	PHG
ticker	PHH
ticker	PHIL
ticker	PHLD
ticker	PHM
ticker	PHR
ticker	PI
ticker	PII
ticker	PIII
ticker	PIN
ticker	PINC
ticker	PINS
ticker	PIVMM
ticker	PIVXX
ticker	PK
ticker	PKANF
ticker	PKB
ticker	PKCOY
ticker	PKG
ticker	PKI
ticker	PKW
ticker	PL
ticker	PLAN
ticker	PLD
ticker	PLGTF
ticker	PLKI
ticker	PLL
ticker	PLM
ticker	PLNT
ticker	PLT
ticker	PLTR
ticker	PLUG
ticker	PLYA
ticker	PM
ticker	PMFG
ticker	PMS
ticker	PMUPX
ticker	PNC
ticker	PNFP
ticker	PNGAY
ticker	PNM
ticker	PNPFF
ticker	PNR
ticker	PNW
ticker	PODD
ticker	POL
ticker	POOL
ticker	POR
ticker	POSIX
ticker	POST
ticker	POT
ticker	POWI
ticker	PPA
ticker	PPBI
ticker	PPC
ticker	PPG
ticker	PPL
ticker	PPRUY
ticker	PPWLO
ticker	PQ
ticker	PR
ticker	PRA
ticker	PRAA
ticker	PRAH
ticker	PRBLX
ticker	PRDO
ticker	PRE
ticker	PRFDX
ticker	PRGO
ticker	PRGS
ticker	PRGSX
ticker	PRI
ticker	PRIM
ticker	PRITX
ticker	PRLB
ticker	PRM
ticker	PRNDY
ticker	PRNEX
ticker	PRNHX
ticker	PRO
ticker	PRPFX
ticker	PRSCX
ticker	PRSGX
ticker	PRSIX
ticker	PRSP
ticker	PRTA
ticker	PRTIX
ticker	PRTK
ticker	PRU
ticker	PRVA
ticker	PRXL
ticker	PSA
ticker	PSDTX
ticker	PSI
ticker	PSMMY
ticker	PSMT
ticker	PSNL
ticker	PSO
ticker	PSP
ticker	PSQ
ticker	PSTG
ticker	PSTH
ticker	PSX
ticker	PSXP
ticker	PTC
ticker	PTCT
ticker	PTEN
ticker	PTF
ticker	PTGX
ticker	PTLA
ticker	PTON
ticker	PTRA
ticker	PUBGY
ticker	PULM
ticker	PUTW
ticker	PVH
ticker	PWC
ticker	PWCDF
ticker	PWE
ticker	PWR
ticker	PX
ticker	PX........................................................................................................................................LIN
ticker	PXD
ticker	PXF
ticker	PXFG
ticker	PYCR
ticker	PYPL
ticker	PYPLV
ticker	PYYX
ticker	QABSY
ticker	QCGLIX
ticker	QCGRIX
ticker	QCOM
ticker	QCP
ticker	QCSTIX
ticker	QDEL
ticker	QGEN
ticker	QIVNX
ticker	QIVYX
ticker	QLIK
ticker	QLIS
ticker	QMCO
ticker	QNTQY
ticker	QQQ
ticker	QQXT
ticker	QRANX
ticker	QREARX
ticker	QRTEA
ticker	QRVO
ticker	QS
ticker	QSR
ticker	QSY
ticker	QTC
ticker	QTEK
ticker	QTM
ticker	QTS
ticker	QUAD
ticker	QVCD
ticker	QYLD
ticker	R
ticker	R....
ticker	R2000
ticker	RA
ticker	RAD
ticker	RAI
ticker	RALS
ticker	RAMP
ticker	RAND
ticker	RARE
ticker	RAS
ticker	RAVN
ticker	RBA
ticker	RBC
ticker	RBCAA
ticker	RBGLY
ticker	RBLX
ticker	RBS
ticker	RC
ticker	RCI
ticker	RCKY
ticker	RCL
ticker	RCON
ticker	RCRUY
ticker	RDEIY
ticker	RDGL
ticker	RDIV
ticker	RDN
ticker	RDNT
ticker	RDS-A
ticker	RDS-B
ticker	RDS.A
ticker	RDS.B
ticker	RDSA
ticker	RDSA.AS
ticker	RDSMY
ticker	RDVY
ticker	RDW
ticker	RE2
ticker	REAL
ticker	REDEV
ticker	REE
ticker	REEMF
ticker	REG
ticker	REGL
ticker	REGN
ticker	REKR
ticker	RELL
ticker	RELX
ticker	RELY
ticker	REMX
ticker	REPYY
ticker	RERAX
ticker	RETA
ticker	REVB
ticker	REX
ticker	REYN
ticker	REZI
ticker	RF
ticker	RF$A
ticker	RF$E
ticker	RF.A
ticker	RFP
ticker	RGA
ticker	RGC
ticker	RGLD
ticker	RGNX
ticker	RGP
ticker	RGS
ticker	RGT
ticker	RH
ticker	RHHBF
ticker	RHHBY
ticker	RHI
ticker	RHP
ticker	RHT
ticker	RIDE
ticker	RIO
ticker	RIPNX
ticker	RIVN
ticker	RKLB
ticker	RKT
ticker	RL
ticker	RLGY
ticker	RLLCF
ticker	RLMD
ticker	RMBS
ticker	RMC
ticker	RMD
ticker	RMP
ticker	RNGR
ticker	RNLSY
ticker	RNR
ticker	RNWK
ticker	ROAD
ticker	ROBO
ticker	ROC
ticker	RODM
ticker	ROG
ticker	ROIV
ticker	ROK
ticker	ROKU
ticker	ROL
ticker	ROLL
ticker	ROP
ticker	ROSG
ticker	ROST
ticker	RPD
ticker	RPG
ticker	RPM
ticker	RPMGX
ticker	RPXC
ticker	RQI
ticker	RRTRX
ticker	RRTS
ticker	RSCO
ticker	RSEIX
ticker	RSG
ticker	RSP
ticker	RSPFX
ticker	RSPYX
ticker	RTI
ticker	RTL
ticker	RTN
ticker	RTN........................................................................................................................................UTX
ticker	RTNB
ticker	RTNTF
ticker	RTO
ticker	RTX
ticker	RUN
ticker	RUSHA
ticker	RVI
ticker	RVLV
ticker	RVP
ticker	RVT
ticker	RWL
ticker	RWO
ticker	RWT
ticker	RWX
ticker	RXN
ticker	RXT
ticker	RYAAY
ticker	RYAM
ticker	RYAN
ticker	RYAOF
ticker	RYH
ticker	RYL
ticker	RYN
ticker	RYPRX
ticker	RYSEX
ticker	RYT
ticker	RYTRX
ticker	SAABY
ticker	SABR
ticker	SABS
ticker	SAFM
ticker	SAFRY
ticker	SAFT
ticker	SAGE
ticker	SAIC
ticker	SALM
ticker	SAM
ticker	SAN
ticker	SANM
ticker	SAP
ticker	SAPE
ticker	SAVA
ticker	SAVE
ticker	SBAC
ticker	SBCF
ticker	SBFL3
ticker	SBGI
ticker	SBGSY
ticker	SBH
ticker	SBI
ticker	SBNY
ticker	SBRA
ticker	SBUX
ticker	SBUX.SW
ticker	SC
ticker	SCBGF
ticker	SCCO
ticker	SCD
ticker	SCFR
ticker	SCG
ticker	SCGLY
ticker	SCGPY
ticker	SCHA
ticker	SCHD
ticker	SCHE
ticker	SCHF
ticker	SCHH
ticker	SCHL
ticker	SCHP
ticker	SCHW
ticker	SCHX
ticker	SCI
ticker	SCLX
ticker	SCOR
ticker	SCOT
ticker	SCPB
ticker	SCRYY
ticker	SCS
ticker	SCTY
ticker	SCU
ticker	SCUVX
ticker	SD
ticker	SDC
ticker	SDICX
ticker	SDLP
ticker	SDOG
ticker	SDRL
ticker	SDXAY
ticker	SDY
ticker	SE
ticker	SEAS
ticker	SEB
ticker	SECYF
ticker	SEDG
ticker	SEE
ticker	SEIC
ticker	SEKEY
ticker	SEM
ticker	SEMG
ticker	SEP
ticker	SERV
ticker	SETMX
ticker	SF
ticker	SFM
ticker	SFST
ticker	SFTBF
ticker	SFTBY
ticker	SGAPY
ticker	SGBAF
ticker	SGBK
ticker	SGEN
ticker	SGENX
ticker	SGFY
ticker	SGIOY
ticker	SGLD
ticker	SGMA
ticker	SGRY
ticker	SGSOY
ticker	SGT
ticker	SGY
ticker	SH
ticker	SHC
ticker	SHCAY
ticker	SHECY
ticker	SHEL
ticker	SHLS
ticker	SHLX
ticker	SHM
ticker	SHOO
ticker	SHOP
ticker	SHOS
ticker	SHPG
ticker	SHPGF
ticker	SHW
ticker	SHY
ticker	SHYF
ticker	SHYG
ticker	SI
ticker	SIDRX
ticker	SIEGY
ticker	SIG
ticker	SIGA
ticker	SIGI
ticker	SIL
ticker	SILO
ticker	SILXY
ticker	SIMO
ticker	SIR
ticker	SIRE
ticker	SIRI
ticker	SITC
ticker	SITE
ticker	SIUSX
ticker	SIVB
ticker	SIX
ticker	SJ
ticker	SJM
ticker	SJT
ticker	SKFRY
ticker	SKHCY
ticker	SKHHY
ticker	SKLTY
ticker	SKT
ticker	SKVKY
ticker	SKX
ticker	SKY
ticker	SKYAY
ticker	SKYT
ticker	SKYY
ticker	SLAB
ticker	SLB
ticker	SLF
ticker	SLG
ticker	SLGN
ticker	SLH
ticker	SLM
ticker	SLOIF
ticker	SLV
ticker	SLVM
ticker	SLVYY
ticker	SLW
ticker	SLY
ticker	SM
ticker	SMAWF
ticker	SMECF
ticker	SMFG
ticker	SMFKY
ticker	SMG
ticker	SMGZY
ticker	SMLP
ticker	SMMT
ticker	SMNEY
ticker	SMPNY
ticker	SMR
ticker	SMTC
ticker	SMTUF
ticker	SNA
ticker	SNAP
ticker	SNCY
ticker	SNDK
ticker	SNE
ticker	SNFCA
ticker	SNGNF
ticker	SNH
ticker	SNHY
ticker	SNI
ticker	SNMX
ticker	SNN
ticker	SNOW
ticker	SNP
ticker	SNPS
ticker	SNR
ticker	SNSXX
ticker	SNV
ticker	SNX
ticker	SNY
ticker	SO
ticker	SOFI
ticker	SOMLY
ticker	SOMMY
ticker	SON
ticker	SONO
ticker	SONVY
ticker	SONY
ticker	SOUHY
ticker	SOUTF
ticker	SP
ticker	SPB
ticker	SPCE
ticker	SPG
ticker	SPGI
ticker	SPH
ticker	SPHB
ticker	SPHQ
ticker	SPKE
ticker	SPKEP
ticker	SPLK
ticker	SPLS
ticker	SPLV
ticker	SPN
ticker	SPNC
ticker	SPOT
ticker	SPR
ticker	SPRO
ticker	SPSC
ticker	SPTM
ticker	SPWR
ticker	SPX
ticker	SPXC
ticker	SPY
ticker	SPY160219P00180000
ticker	SPYG
ticker	SPYGX
ticker	SQ
ticker	SQI
ticker	SRA
ticker	SRC
ticker	SRCL
ticker	SRE
ticker	SRF
ticker	SRLN
ticker	SRLP
ticker	SRNE
ticker	SRP
ticker	SRPT
ticker	SRVR
ticker	SSB
ticker	SSDOY
ticker	SSETX
ticker	SSEZY
ticker	SSG
ticker	SSL
ticker	SSLTY
ticker	SSMXF
ticker	SSMXY
ticker	SSNC
ticker	SSNI
ticker	SSREY
ticker	SSTI
ticker	SSUMY
ticker	SSW
ticker	SSYS
ticker	STAG
ticker	STAY
ticker	STB
ticker	STBFY
ticker	STE
ticker	STI
ticker	STJ
ticker	STLA
ticker	STLD
ticker	STM
ticker	STNG
ticker	STON
ticker	STOR
ticker	STR
ticker	STRA
ticker	STT
ticker	STWD
ticker	STX
ticker	STZ
ticker	SU
ticker	SUI
ticker	SUM
ticker	SUN
ticker	SUNE
ticker	SUNPHARMA
ticker	SUP
ticker	SUPN
ticker	SURG
ticker	SUSQ
ticker	SUZLON
ticker	SV
ticker	SVC
ticker	SVCBY
ticker	SVIK
ticker	SVLPF
ticker	SVM
ticker	SVNDY
ticker	SVNLY
ticker	SVS
ticker	SVU
ticker	SWAY
ticker	SWDBY
ticker	SWGAY
ticker	SWH
ticker	SWI
ticker	SWIFT
ticker	SWIXX
ticker	SWK
ticker	SWKS
ticker	SWMAY
ticker	SWN
ticker	SWRAY
ticker	SWTX
ticker	SWX
ticker	SX5E
ticker	SXC
ticker	SXL
ticker	SXT
ticker	SXYAY
ticker	SYF
ticker	SYIEY
ticker	SYIMX
ticker	SYK
ticker	SYMC
ticker	SYNA
ticker	SYNH
ticker	SYPR
ticker	SYRG
ticker	SYT
ticker	SYY
ticker	SYY.SG
ticker	SZEVY
ticker	SZYM
ticker	Sale
ticker	T
ticker	T$A
ticker	T+A
ticker	T.A
ticker	TA
ticker	TAK
ticker	TAL
ticker	TANN
ticker	TAP
ticker	TAS
ticker	TATYY
ticker	TAX
ticker	TBBC
ticker	TBGVX
ticker	TBI
ticker	TBLIX
ticker	TBVPF
ticker	TCAP
ticker	TCB
ticker	TCBI
ticker	TCEHY
ticker	TCF
ticker	TCF........................................................................................................................................HBAN
ticker	TCIEX
ticker	TCLRY
ticker	TCMD
ticker	TCNNF
ticker	TCOM
ticker	TCP
ticker	TCS
ticker	TCX
ticker	TD
ticker	TDC
ticker	TDDXX
ticker	TDG
ticker	TDIV
ticker	TDOC
ticker	TDS
ticker	TDY
ticker	TE
ticker	TEAM
ticker	TEAR
ticker	TECH
ticker	TECO
ticker	TECT
ticker	TEF
ticker	TEFTX
ticker	TEG
ticker	TEGP
ticker	TEGTX
ticker	TEL
ticker	TELL
ticker	TELNF
ticker	TELNY
ticker	TENB
ticker	TEP
ticker	TER
ticker	TEUM
ticker	TEVA
ticker	TEX
ticker	TEZNY
ticker	TFC
ticker	TFC$R
ticker	TFC.R
ticker	TFCF
ticker	TFCFA
ticker	TFM
ticker	TFX
ticker	TGAN
ticker	TGBAX
ticker	TGE
ticker	TGNA
ticker	TGOPY
ticker	TGP
ticker	TGT
ticker	TGTX
ticker	TH
ticker	THC
ticker	THG
ticker	THICX
ticker	THLLY
ticker	THO
ticker	THR
ticker	THRM
ticker	THS
ticker	TIF
ticker	TIG
ticker	TILE
ticker	TILVX
ticker	TIP
ticker	TIPS
ticker	TIPT
ticker	TIRRX
ticker	TIS
ticker	TIXC
ticker	TJX
ticker	TK
ticker	TKC
ticker	TKGBY
ticker	TKOMY
ticker	TKR
ticker	TLH
ticker	TLK
ticker	TLLP
ticker	TLN
ticker	TLRN
ticker	TLRY
ticker	TLSNY
ticker	TLSRP
ticker	TLSYY
ticker	TLT
ticker	TM
ticker	TM9
ticker	TME
ticker	TMH
ticker	TMICY
ticker	TMK
ticker	TMMI
ticker	TMO
ticker	TMSNY
ticker	TMUS
ticker	TMUSR
ticker	TNC
ticker	TNET
ticker	TNGO
ticker	TNL
ticker	TNTOF
ticker	TNTR
ticker	TNXP
ticker	TOELY
ticker	TOL
ticker	TOLLX
ticker	TORIX
ticker	TOST
ticker	TOSYY
ticker	TOT
ticker	TOTDY
ticker	TPCO
ticker	TPIC
ticker	TPLGX
ticker	TPR
ticker	TRBCX
ticker	TREE
ticker	TREX
ticker	TRGP
ticker	TRI
ticker	TRIP
ticker	TRMB
ticker	TRN
ticker	TRNO
ticker	TROIX
ticker	TROW
ticker	TROX
ticker	TROY
ticker	TRP
ticker	TRREX
ticker	TRS
ticker	TRU
ticker	TRUMY
ticker	TRUP
ticker	TRV
ticker	TRXC
ticker	TRYIY
ticker	TS
ticker	TSBK
ticker	TSCDF
ticker	TSCDY
ticker	TSCIX
ticker	TSCO
ticker	TSDOF
ticker	TSEM
ticker	TSLA
ticker	TSM
ticker	TSN
ticker	TSS
ticker	TST
ticker	TT
ticker	TTC
ticker	TTD
ticker	TTE
ticker	TTEC
ticker	TTEK
ticker	TTFS
ticker	TTM
ticker	TTMI
ticker	TTNDY
ticker	TTNP
ticker	TTOO
ticker	TTWO
ticker	TU
ticker	TUES
ticker	TUMI
ticker	TUP
ticker	TV
ticker	TVPT
ticker	TVTX
ticker	TW
ticker	TWC
ticker	TWKS
ticker	TWLO
ticker	TWO
ticker	TWOU
ticker	TWP
ticker	TWST
ticker	TWTR
ticker	TWWIX
ticker	TWX
ticker	TWX........................................................................................................................................T
ticker	TXG
ticker	TXN
ticker	TXRH
ticker	TXT
ticker	TYC
ticker	TYG
ticker	TYL
ticker	TYPE
ticker	UA
ticker	UA-C
ticker	UA.C
ticker	UAA
ticker	UAL
ticker	UAVS
ticker	UBER
ticker	UBNT
ticker	UBS
ticker	UBSI
ticker	UCBJY
ticker	UCON
ticker	UDR
ticker	UE
ticker	UEC
ticker	UEPEP
ticker	UFPI
ticker	UFS
ticker	UGA
ticker	UGI
ticker	UGRO
ticker	UHAL
ticker	UHS
ticker	UI
ticker	UIHIX
ticker	UIS
ticker	UL
ticker	ULCC
ticker	ULTA
ticker	ULTI
ticker	ULTRACEMCO
ticker	UMAFX
ticker	UMH
ticker	UMICY
ticker	UMPQ
ticker	UN
ticker	UNAM
ticker	UNCHF
ticker	UNCRY
ticker	UNF
ticker	UNFI
ticker	UNH
ticker	UNICY
ticker	UNIRF
ticker	UNIT
ticker	UNM
ticker	UNP
ticker	UNT
ticker	UNVGY
ticker	UNVR
ticker	UOVEY
ticker	UPBD
ticker	UPL
ticker	UPMKF
ticker	UPMKY
ticker	UPMMY
ticker	UPS
ticker	UPST
ticker	UPWK
ticker	URBN
ticker	URG
ticker	URI
ticker	URIRP
ticker	USA
ticker	USAC
ticker	USAIX
ticker	USB
ticker	USB$N
ticker	USB$P
ticker	USB.N
ticker	USB.P
ticker	USDP
ticker	USEA
ticker	USFD
ticker	USG
ticker	USM
ticker	USMC
ticker	USMV
ticker	USNA
ticker	USO
ticker	UST
ticker	USTC
ticker	UTGN
ticker	UTI
ticker	UTX
ticker	UTX........................................................................................................................................CARR
ticker	UTX........................................................................................................................................OTIS
ticker	UUGRY
ticker	UURAF
ticker	UUUU
ticker	UVV
ticker	UVXY
ticker	UWC
ticker	UWMC
ticker	Unif
ticker	V
ticker	VA
ticker	VAC
ticker	VAFAX
ticker	VAGGX
ticker	VAIAF
ticker	VAIAS
ticker	VAL
ticker	VALE
ticker	VAR
ticker	VAW
ticker	VB
ticker	VBIAX
ticker	VBK
ticker	VBR
ticker	VBTLX
ticker	VBTX
ticker	VC
ticker	VCIT
ticker	VCR
ticker	VCSH
ticker	VCYT
ticker	VDADX
ticker	VDC
ticker	VDE
ticker	VDIGX
ticker	VE
ticker	VEA
ticker	VECO
ticker	VEEV
ticker	VEMAX
ticker	VER
ticker	VET
ticker	VEVIX
ticker	VEXAX
ticker	VEXMX
ticker	VFC
ticker	VFH
ticker	VFIAX
ticker	VFIJX
ticker	VFINX
ticker	VFORX
ticker	VGHAX
ticker	VGHCX
ticker	VGK
ticker	VGPMX
ticker	VGR
ticker	VGSLX
ticker	VGT
ticker	VHCAX
ticker	VHDYX
ticker	VHT
ticker	VHYAX
ticker	VIAB
ticker	VIAC
ticker	VIASP
ticker	VIAV
ticker	VICI
ticker	VIEIX
ticker	VIEW
ticker	VIFSX
ticker	VIG
ticker	VIMSX
ticker	VINIX
ticker	VIR
ticker	VIV
ticker	VIVHY
ticker	VIVO
ticker	VIXY
ticker	VLO
ticker	VLP
ticker	VLPNY
ticker	VLUE
ticker	VLVOF
ticker	VMBS
ticker	VMC
ticker	VMCCX
ticker	VMD
ticker	VMFXX
ticker	VMGMX
ticker	VMGRX
ticker	VMI
ticker	VMMXX
ticker	VMNVX
ticker	VMRGX
ticker	VMRXX
ticker	VMSXX
ticker	VMVAX
ticker	VMVFX
ticker	VMW
ticker	VNCE
ticker	VNDA
ticker	VNG
ticker	VNO
ticker	VNQ
ticker	VNQI
ticker	VNR
ticker	VNT
ticker	VNTV
ticker	VO
ticker	VOD
ticker	VOE
ticker	VOLVY
ticker	VONE
ticker	VONG
ticker	VOO
ticker	VOPKY
ticker	VORB
ticker	VOT
ticker	VOX
ticker	VOYA
ticker	VPMAX
ticker	VPU
ticker	VR
ticker	VRAI
ticker	VRAY
ticker	VRDN
ticker	VRM
ticker	VRNT
ticker	VRP
ticker	VRPX
ticker	VRSK
ticker	VRSN
ticker	VRT
ticker	VRTU
ticker	VRTX
ticker	VRX
ticker	VSAR
ticker	VSAT
ticker	VSBSX
ticker	VSCO
ticker	VSEC
ticker	VSI
ticker	VSIAX
ticker	VSIGX
ticker	VSLR
ticker	VSM
ticker	VSMAX
ticker	VSMGX
ticker	VSMPX
ticker	VSOIX
ticker	VSP
ticker	VSPMX
ticker	VSS
ticker	VST
ticker	VSTO
ticker	VT
ticker	VTABX
ticker	VTEB
ticker	VTENX
ticker	VTGLX
ticker	VTHRX
ticker	VTI
ticker	VTIAX
ticker	VTINX
ticker	VTIP
ticker	VTKLY
ticker	VTMGX
ticker	VTMSX
ticker	VTNR
ticker	VTOL
ticker	VTR
ticker	VTRIX
ticker	VTRS
ticker	VTRSV
ticker	VTSAX
ticker	VTTHX
ticker	VTTVX
ticker	VTV
ticker	VTWG
ticker	VTWNX
ticker	VTXVX
ticker	VUG
ticker	VULNF
ticker	VUSFX
ticker	VUZI
ticker	VV
ticker	VVC
ticker	VVNT
ticker	VVPLX
ticker	VVPSX
ticker	VWALX
ticker	VWAPY
ticker	VWDRY
ticker	VWENX
ticker	VWIAX
ticker	VWILX
ticker	VWINX
ticker	VWIUX
ticker	VWLUX
ticker	VWNFX
ticker	VWO
ticker	VWUSX
ticker	VXF
ticker	VXUS
ticker	VXX
ticker	VYM
ticker	VZ
ticker	VZ........................................................................................................................................TMUS
ticker	VZIO
ticker	W
ticker	WAB
ticker	WAG
ticker	WAGE
ticker	WAIR
ticker	WAL
ticker	WARFY
ticker	WASCX
ticker	WASH
ticker	WAT
ticker	WB
ticker	WBA
ticker	WBC
ticker	WBD
ticker	WBK
ticker	WBMIX
ticker	WBS
ticker	WBT
ticker	WCAGY
ticker	WCC
ticker	WCG
ticker	WCLD
ticker	WCMIX
ticker	WCN
ticker	WCRX
ticker	WD
